gene,R2,nullR2,n,pearson_r,pearson_p,spearman_r,spearman_p
G_00226,0.3640996701473373,0.054674486194188035,146,-0.3393841599388796,0.48917767059402517,-0.7995716513125071,0.06456579173296217
G_00227,0.41497243856533716,0.07574587283638808,290,-0.16888765870932732,0.2043435694287532,0.5631568652345371,0.5832749394378871
G_00228,0.5361648386618795,0.06799229470631783,465,0.1252949809512045,0.9136623451278659,0.8466205614204219,0.3277024025591907
G_00229,0.14585674803356138,0.0717911970289469,396,-0.671894111918987,0.8900191061765873,0.7417212897994501,0.9330184739051587
G_00230,0.1620859406600121,0.02958053148860026,466,-0.7315342796941584,0.4890925770737925,0.37859478694207316,0.9605747236318896
G_00231,0.28210883597758896,0.06474581258673687,455,-0.1384868619900419,0.7801486219545117,-0.8525501238123303,0.6323275903586962
G_00232,0.12213205870828245,0.04665831470865309,71,0.06504830013737561,0.11463788835795452,0.508621711763644,0.4571562390087003
G_00233,0.0024583443444954997,0.06904404474823134,327,-0.06459365610773893,0.009948303193728192,0.8888124489106235,0.4025153265633228
G_00234,0.17709176205543617,0.07271334832450634,221,0.6884184320552256,0.878703094918489,-0.9652501942948248,0.3282661805097101
G_00235,0.21919319484474467,0.02476841587847536,278,-0.45071957949065244,0.1389635005883182,-0.1190846683392146,0.9869335356349912
G_00236,0.5239522920654376,0.06332019414473279,311,-0.20415897194322974,0.17433943440192312,-0.08009227111952288,0.031853579111407515
G_00237,0.026306984113004493,0.07480790851628956,341,-0.579607376258201,0.7081173237726585,0.11502912221671968,0.5968517567805404
G_00238,0.15433247869085767,0.09241355469016371,53,-0.5709719980972354,0.9278725614208209,0.928354366354597,0.1360864922066275
G_00239,0.31097225964288594,0.03892353936975621,285,0.5657948930190237,0.8837249088481008,0.17076734119115566,0.7707070812831393
G_00240,0.07555229170480386,0.04778269850052888,373,-0.8616887793872265,0.08295244284423098,-0.05594928908511232,0.19282171155612327
G_00241,0.056588161155345346,0.059749844033850134,38,-0.664576807258503,0.21028337790803941,-0.7144310977881603,0.6444185474588264
G_00242,0.5898765512835383,0.06275719523824486,476,0.9188496860055575,0.6765391175701068,-0.14870427679973486,0.14109221769723657
G_00243,0.41098381445834936,0.011662799718680018,196,0.6535111047337381,0.5273166674893166,0.7797300743844793,0.4989863775569664
G_00244,0.4489165923567768,0.07029064030212616,335,0.8636181261872296,0.5705279224801253,-0.5948964359990809,0.9953678884165741
G_00245,0.5005689917990654,0.060949393900533014,149,0.11176475376341855,0.565032775644068,0.8164175354773056,0.438424852535624
G_00246,0.5674073874198353,0.08492181140017413,376,-0.7334172870929674,0.16348631369894662,-0.9701711055219675,0.12547706625060084
G_00247,0.0034063431149778277,0.015104843544446656,326,0.7639305025696461,0.6719717229350634,-0.10859940376304134,0.23357209449235627
G_00248,0.06307676578957223,0.06398735388162513,158,-0.046789997378231085,0.10454622589605211,-0.6158467137345975,0.38755300090777056
G_00249,0.46259224694495726,0.05894723033166558,48,-0.9222764508632639,0.550362289569471,-0.3056544589846193,0.5537757039709812
G_00250,0.46088993293568453,0.08581160691060485,183,-0.25982101096946963,0.07574702566108427,-0.9794862148184231,0.1736225229635413
G_00251,0.24284277750024796,0.03571347798653131,74,-0.051805539736506034,0.18389547391467742,-0.5208027316660746,0.3068013716579976
G_00252,0.47020398465316426,0.010608951409821266,295,0.3626725554103938,0.23180729057990979,-0.4746198246928601,0.03816897839854139
G_00253,0.04453685786477122,0.09622102980753292,377,-0.8033008885503097,0.05265634329251989,-0.1333552644878615,0.6970009516155463
G_00254,0.2169023650811714,0.004029701749179104,463,0.2830069765351364,0.22114955159701577,-0.697498114503962,0.09968965739467639
G_00255,0.22957678453207708,0.05255607134679006,295,0.34723890548475356,0.37412165024550315,-0.5724992048447741,0.7579376570695097
G_00256,0.14129179715170215,0.06571599558708667,27,-0.6951367328468716,0.5341800560732397,-0.5323928134081672,0.4584231038168647
G_00257,0.013161693997658696,0.03466179828641065,343,0.44136477745054403,0.6319349956536454,-0.5355785485332607,0.28249946638687873
G_00258,0.247740024902607,0.09578003169598841,60,-0.6420648559551745,0.920424062856727,-0.6819546847280717,0.8914571124227235
G_00259,0.2785809105250402,0.09889350238232177,131,0.2911764652864304,0.920175252687365,0.020685168201927784,0.3763656707224915
G_00260,0.13809180635640264,0.025579147825724537,457,0.7357623732760068,0.01491398839539304,0.9607031986690757,0.7365010077763818
G_00261,0.048823146691010046,0.02589964327040526,259,0.8354239468334945,0.5812395716937938,-0.10782326561978128,0.8710057390595629
G_00262,0.13004746210237633,0.09048929600513834,145,-0.813392236087515,0.5800636507463212,0.45108869107195293,0.7973682886150957
G_00263,0.0003425544284066273,0.089165396161393,294,-0.40152783252087887,0.4925262522239783,0.9427305376871387,0.21782605027805768
G_00264,0.05831617925507679,0.004028628462057748,319,0.9704316000665101,0.5735350723973154,-0.017136295796634116,0.40131590769324477
G_00265,0.03773724889532637,0.07008920601325416,397,0.9023799538448583,0.025113260424781014,0.8121091591764349,0.2295125429849696
G_00266,0.0377378033673895,0.04037285420092021,175,-0.8796078442910384,0.8656900633255731,-0.471848809818197,0.8687239019711899
G_00267,0.2890969864035835,0.036394617698283685,377,-0.44589312409038273,0.8789439289309957,-0.2640292541824325,0.8684692958106762
G_00268,0.11030636032232945,0.03954321187455811,347,-0.9374274238657903,0.5386855430588461,-0.3685812772510191,0.7069649716691859
G_00269,0.050667034544106634,0.06348480342462896,85,-0.2084466753081191,0.36785561756574847,-0.8144927755816675,0.4306969737512496
G_00270,0.10186840004110839,0.07542533411743162,246,0.14622610644255074,0.9807022549373112,0.5314549302108778,0.5615136921159464
G_00271,0.20396088905743698,0.0657744555203843,151,-0.19867176467445646,0.8119358796774757,0.09616717706521394,0.8434033591792578
G_00272,0.45597707863617143,0.08145340790573119,267,0.9260968137567087,0.18583035148045102,0.11186171282434754,0.13636475287450633
G_00273,0.45966040204495673,0.06601948892738449,483,0.96688641296488,0.3034758088303444,0.6958320046069046,0.10122653833506357
G_00274,0.04760298609430171,0.08307864010621963,231,-0.1698430153090511,0.4154766665104398,-0.848218716933445,0.2484454316593021
G_00275,0.031188640000042844,0.011376639310878824,467,0.9336524100850345,0.4279228194431698,-0.40995790473001015,0.03642671922358165
G_00276,0.1023240247027496,0.07439734736947407,156,-0.2301551480223305,0.3463575695959399,0.35694118598889846,0.36930254316846634
G_00277,0.34865580381275063,0.07473362651283727,473,-0.9115705574418329,0.032372917751388286,-0.7251747334539993,0.7779385743851235
G_00278,0.045934057574273046,0.019688781188609207,390,-0.5692656813377708,0.9976447047630621,0.8763949358907099,0.4743403834918095
G_00279,0.3397528042704224,0.053296111150284875,21,0.7795523747327859,0.07072017408004405,-0.4376759114744655,0.9165656901869929
G_00280,0.5151299215398433,0.05126792016743852,115,0.02846902336403656,0.22853781305954968,0.20426586438676853,0.6999966314471874
G_00281,0.21006486060581028,0.09131273322665555,44,0.021512273988575803,0.05296759806594753,0.5296635268985392,0.19181934096871556
G_00282,0.4435038933748194,0.04832314141703684,259,-0.9867839926457314,0.20506086342981855,-0.19970699773527945,0.2772926570169515
G_00283,0.38888795188219866,0.07440258209317757,353,0.4871062390631433,0.9857717686808546,0.9983773811388641,0.7889945924412632
G_00284,0.17652848554750913,0.07553952827426913,402,0.30080785398252563,0.04803902404126936,-0.6273076339349763,0.8717582136666567
G_00285,0.3467665555947473,0.0261259638729317,458,-0.09015978718949991,0.49419345011908544,0.7795584739632193,0.0004863714021533516
G_00286,0.5907428101914401,0.06648958368811646,436,0.5353729962203151,0.15256748360329087,-0.755880170006489,0.10308244791425247
G_00287,0.5745745504056152,0.004316088775401195,53,0.3881248441600118,0.20786259054595768,0.9452054416124962,0.7911200843927705
G_00288,0.3379492563188788,0.034718450968486074,365,0.3306899525106688,0.5211136983814098,0.9416831772644376,0.1088238146407069
G_00289,0.5171011100809785,0.028763715102633203,402,0.9756517329676622,0.39119887032908074,-0.3760373191271391,0.7530954205011279
G_00290,0.08919068064666953,0.08690959721790022,320,-0.061425719724720995,0.044146839486217004,0.2776884581379522,0.38474850106915837
G_00291,0.4641946592312898,0.09396762076716075,427,0.2368271242069948,0.9776972227557817,-0.005599499485771542,0.2460938794634614
G_00292,0.02230987560345161,0.05976145096400314,61,-0.16366594757913377,0.6922643657936474,-0.5195944588088643,0.3877399198104504
G_00293,0.06669727131780645,0.08205069488529917,315,0.9883373796563135,0.3268009479409246,0.08772572018090363,0.40139626922378313
G_00294,0.27015841278940345,0.02849900940664111,193,0.22602396157474547,0.9951111662954948,0.04164699285643536,0.5978694879287272
G_00295,0.5846662348658099,0.03721442235094592,78,0.1887555262707521,0.4530223715018328,0.38369959906131745,0.8162701182793519
G_00296,0.20454191935059118,0.09164648066714946,296,-0.3754480356812906,0.6603832347702193,0.15483955813785366,0.7531389399931664
G_00297,0.46221131628257794,0.07166398908092197,67,-0.8988156241752974,0.49725492463101617,-0.2969813095165097,0.3859110975785708
G_00298,0.4181491380316548,0.06269058135555798,256,-0.5098555697106579,0.1360364349412414,0.25586938126373493,0.8144027871514197
G_00299,0.01616712251010206,0.017819998309304277,483,-0.5385565358777848,0.31973086174041976,-0.8737321556201549,0.21647674822955731
